,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
31227,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,36803,2013-01-25,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
31228,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,36803,2013-02-09,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
31234,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,37015,2013-01-25,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
31249,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,37121,2013-01-25,4,59.84,0.0,0.0,1149,Established,Pharmaceutical
31250,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,37121,2013-02-09,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
31258,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,59535,2013-02-09,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
31267,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,59536,2013-02-09,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
31274,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,59546,2013-02-09,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
31284,35933,5,934,737,0,Y,2013-01-12,2013-02-15,36-45,Single,0.0,4,3+,4.0,60192,2013-02-09,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
31290,25803,8,911,262,0,X,2013-02-16,2013-04-05,26-35,Married,0.0,2,,3.0,48642,2013-03-01,2,170.26,-56.99,0.0,1128,Established,Pharmaceutical
31321,25806,13,21,1003,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,48634,2013-06-16,2,178.1,-106.15,0.0,56,Local,Grocery
31331,25806,13,21,1003,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,20673,2013-06-21,1,112.2,0.0,0.0,56,Local,Grocery
31381,25806,13,21,1003,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,8736,2013-05-26,1,53.43,-14.25,0.0,56,Local,Grocery
31408,25821,8,705,300,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,5.0,63068,2013-02-16,1,113.63,0.0,0.0,714,Established,Grocery
31410,25821,8,705,300,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,5.0,71632,2013-02-16,1,89.05,-67.32,0.0,714,Established,Grocery
31414,25858,8,57,1097,0,X,2013-02-16,2013-04-05,,,,,,,64083,2013-03-22,1,213.36,-21.37,0.0,56,Local,Grocery
31417,25863,8,383,1463,1,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,5.0,19410,2013-02-23,1,142.12,-106.86,-35.62,57,Established,Grocery
31418,25863,8,383,1463,1,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,5.0,19410,2013-02-23,1,142.12,-106.86,-35.62,57,Established,Grocery
31459,25980,13,1045,60,0,X,2013-05-19,2013-07-05,,,,,,,33970,2013-05-26,2,213.36,-213.36,0.0,1776,Established,Pharmaceutical
31468,25995,8,6,943,0,X,2013-02-16,2013-04-05,,,,,,,26959,2013-02-20,1,28.14,0.0,0.0,56,Local,Grocery
31547,25999,8,604,678,0,X,2013-02-16,2013-04-05,,,,,,,45372,2013-02-18,1,71.24,-26.71,0.0,487,Established,Grocery
31584,26087,13,754,110,0,X,2013-05-19,2013-07-05,18-25,Married,0.0,3,1,6.0,13699,2013-06-15,1,106.86,-85.13,0.0,864,Established,Grocery
31591,26093,9,870,192,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,4,2,4.0,28731,2013-03-30,1,89.05,-42.39,0.0,1075,Established,Grocery
31592,26093,9,870,192,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,4,2,4.0,30981,2013-03-30,1,89.05,-42.39,0.0,1075,Established,Grocery
31596,26103,13,141,1574,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,5.0,30493,2013-05-20,1,59.49,-22.08,0.0,56,Local,Grocery
31601,26103,13,141,1574,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,5.0,50662,2013-05-20,1,59.49,-22.08,0.0,56,Local,Grocery
31611,26103,13,141,1574,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,5.0,27982,2013-05-20,1,59.13,-40.25,0.0,56,Local,Grocery
31620,26141,8,615,689,0,X,2013-02-16,2013-04-05,,,,,,,23569,2013-02-19,1,28.5,-10.33,0.0,507,Established,Grocery
31621,26141,8,615,689,0,X,2013-02-16,2013-04-05,,,,,,,23569,2013-03-18,1,31.7,-7.12,0.0,507,Established,Grocery
31624,26144,8,64,1582,0,X,2013-02-16,2013-04-05,,,,,,,57916,2013-02-17,1,89.05,-81.57,0.0,56,Local,Grocery
31634,26152,5,689,378,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,5+,3+,5.0,25299,2013-02-13,1,320.22,-56.99,0.0,686,Established,Pharmaceutical
31646,26152,5,689,378,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,5+,3+,5.0,33145,2013-02-02,1,377.22,0.0,0.0,686,Established,Pharmaceutical
31657,105183,10,689,378,0,Y,2013-04-08,2013-05-10,36-45,Married,0.0,5+,3+,5.0,33145,2013-05-09,1,355.84,0.0,0.0,686,Established,Pharmaceutical
31668,26152,5,689,378,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,5+,3+,5.0,33480,2013-02-06,1,569.56,0.0,0.0,686,Established,Pharmaceutical
31679,26152,5,689,378,0,Y,2013-01-12,2013-02-15,36-45,Married,0.0,5+,3+,5.0,35964,2013-01-13,1,890.14,-142.48,0.0,686,Established,Pharmaceutical
31697,105183,10,689,378,0,Y,2013-04-08,2013-05-10,36-45,Married,0.0,5+,3+,5.0,72196,2013-04-24,1,890.14,-142.48,0.0,686,Established,Pharmaceutical
31708,26182,30,439,865,0,X,2012-11-19,2013-01-04,26-35,,0.0,1,,7.0,21990,2012-12-09,1,142.12,-32.06,0.0,133,Established,Grocery
31709,26182,30,439,865,0,X,2012-11-19,2013-01-04,26-35,,0.0,1,,7.0,21990,2012-12-22,1,142.12,-32.06,0.0,133,Established,Grocery
31722,26182,30,439,865,0,X,2012-11-19,2013-01-04,26-35,,0.0,1,,7.0,29262,2012-12-09,1,142.12,-32.06,0.0,133,Established,Grocery
31730,26201,13,885,619,1,X,2013-05-19,2013-07-05,36-45,Single,1.0,2,1,4.0,7542,2013-05-23,1,97.96,0.0,-17.81,1101,Established,Grocery
31731,26201,13,885,619,1,X,2013-05-19,2013-07-05,36-45,Single,1.0,2,1,4.0,7542,2013-05-23,1,97.96,0.0,-17.81,1101,Established,Grocery
31740,26236,8,1059,1239,1,X,2013-02-16,2013-04-05,36-45,Single,1.0,1,,6.0,51749,2013-02-23,1,106.86,-92.26,-35.62,1923,Established,Grocery
31741,26236,8,1059,1239,1,X,2013-02-16,2013-04-05,36-45,Single,1.0,1,,6.0,51749,2013-02-23,1,106.86,-92.26,-35.62,1923,Established,Grocery
31751,26306,13,1031,309,0,X,2013-05-19,2013-07-05,,,,,,,20617,2013-06-11,2,71.24,-13.54,0.0,1665,Established,Grocery
31777,26447,12,819,852,0,Y,2013-04-22,2013-05-24,,,,,,,16548,2013-04-22,2,249.34,-106.15,0.0,989,Established,Packaged Meat
31785,26472,13,20,1381,0,X,2013-05-19,2013-07-05,70+,Single,0.0,2,,4.0,28088,2013-05-31,1,89.05,0.0,0.0,602,Established,Flowers & Plants
31809,26555,13,886,1089,0,X,2013-05-19,2013-07-05,36-45,,0.0,5+,3+,4.0,59226,2013-06-12,1,70.88,0.0,0.0,1101,Established,Grocery
31810,26555,13,886,1089,0,X,2013-05-19,2013-07-05,36-45,,0.0,5+,3+,4.0,59226,2013-06-29,1,63.76,-7.12,0.0,1101,Established,Grocery
31817,26559,8,432,584,0,X,2013-02-16,2013-04-05,,,,,,,51981,2013-03-08,1,35.26,0.0,0.0,119,Established,Grocery
31827,26585,26,1048,1543,1,X,2012-08-12,2012-09-21,,,,,,,18978,2012-08-16,1,213.36,0.0,-35.62,1796,Established,Grocery
31828,26585,26,1048,1543,1,X,2012-08-12,2012-09-21,,,,,,,18978,2012-08-16,1,213.36,0.0,-35.62,1796,Established,Grocery
31842,26617,13,465,407,0,X,2013-05-19,2013-07-05,,,,,,,62133,2013-06-17,1,59.49,-39.89,0.0,172,Established,Grocery
31874,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,37396,2013-06-22,1,59.49,-3.92,0.0,56,Local,Grocery
31879,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,28939,2013-06-22,1,70.88,-12.47,0.0,56,Local,Grocery
31896,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,29423,2013-06-21,2,70.53,-12.11,0.0,56,Local,Grocery
31897,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,10132,2013-06-14,1,41.32,0.0,0.0,56,Local,Grocery
31908,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,8404,2013-06-15,2,39.89,0.0,0.0,58,Established,Grocery
31912,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,73107,2013-06-15,2,127.52,-42.74,0.0,209,Established,Grocery
31917,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,30293,2013-06-15,1,35.26,0.0,0.0,56,Local,Grocery
31931,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,71945,2013-06-22,1,59.49,-11.4,0.0,440,Established,Grocery
31941,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,27025,2013-06-15,1,92.26,-14.25,0.0,278,Established,Grocery
31949,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,9193,2013-06-17,1,142.12,0.0,0.0,278,Established,Grocery
31975,26628,13,21,638,0,X,2013-05-19,2013-07-05,,,,,,,31328,2013-06-17,1,117.19,0.0,0.0,1107,Established,Grocery
31993,26655,13,578,566,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,4,2,5.0,20341,2013-05-30,1,89.05,-24.58,0.0,412,Established,Grocery
31997,26655,13,578,566,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,4,2,5.0,51592,2013-05-30,1,89.05,-24.58,0.0,412,Established,Grocery
31998,26655,13,578,566,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,4,2,5.0,51592,2013-06-27,1,89.05,-24.58,0.0,412,Established,Grocery
31999,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,18173,2013-03-21,2,35.62,-20.66,0.0,1337,Established,Grocery
32001,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,61947,2013-03-16,2,35.62,-20.66,0.0,1337,Established,Grocery
32002,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,20979,2013-03-17,2,35.62,-20.66,0.0,1337,Established,Grocery
32003,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,20979,2013-03-16,2,35.62,-20.66,0.0,1337,Established,Grocery
32004,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,13310,2013-03-16,1,17.81,-10.33,0.0,1337,Established,Grocery
32006,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,71640,2013-04-02,1,31.35,-32.41,0.0,1107,Established,Grocery
32008,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,35855,2013-03-16,1,17.81,-10.33,0.0,1337,Established,Grocery
32009,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,35855,2013-03-21,2,35.62,-20.66,0.0,1337,Established,Grocery
32010,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,34095,2013-03-17,2,35.62,-20.66,0.0,1337,Established,Grocery
32011,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,34095,2013-03-16,2,35.62,-20.66,0.0,1337,Established,Grocery
32012,26657,8,9,164,0,X,2013-02-16,2013-04-05,,,,,,,9783,2013-03-16,2,35.62,-20.66,0.0,1337,Established,Grocery
32077,26679,11,910,253,0,Y,2013-04-22,2013-06-07,36-45,Married,0.0,3,1,12.0,11359,2013-05-03,1,70.88,0.0,0.0,1128,Established,Pharmaceutical
32079,26679,11,910,253,0,Y,2013-04-22,2013-06-07,36-45,Married,0.0,3,1,12.0,15715,2013-05-03,1,81.57,0.0,0.0,1128,Established,Pharmaceutical
32093,26696,13,850,1136,1,X,2013-05-19,2013-07-05,46-55,Married,0.0,2,,6.0,19716,2013-06-15,1,74.45,0.0,-21.37,1025,Established,Pharmaceutical
32094,26696,13,850,1136,1,X,2013-05-19,2013-07-05,46-55,Married,0.0,2,,6.0,19716,2013-06-15,1,74.45,0.0,-21.37,1025,Established,Pharmaceutical
32112,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,10079,2013-06-09,3,64.12,-20.3,0.0,1337,Established,Grocery
32122,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,10655,2013-06-09,1,7.12,-6.77,-14.25,1337,Established,Grocery
32123,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,10655,2013-06-09,1,7.12,-6.77,-14.25,1337,Established,Grocery
32133,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,10721,2013-06-09,1,3.56,-6.77,-17.81,1337,Established,Grocery
32134,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,10721,2013-06-09,1,3.56,-6.77,-17.81,1337,Established,Grocery
32154,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,35138,2013-06-09,1,21.37,-6.77,-35.62,1337,Established,Grocery
32155,26698,13,982,608,1,X,2013-05-19,2013-07-05,26-35,,0.0,2,,5.0,35138,2013-06-09,1,21.37,-6.77,-35.62,1337,Established,Grocery
32161,26783,10,824,1263,0,Y,2013-04-08,2013-05-10,46-55,Married,1.0,2,,3.0,65905,2013-04-24,1,135.0,0.0,0.0,1009,Established,Grocery
32183,26839,8,709,1019,0,X,2013-02-16,2013-04-05,,,,,,,11711,2013-02-17,1,213.36,0.0,0.0,717,Established,Grocery
32189,26867,30,913,1463,0,X,2012-11-19,2013-01-04,36-45,Married,0.0,5+,3+,5.0,9985,2012-12-13,1,106.5,0.0,0.0,1134,Established,Grocery
32190,26867,30,913,1463,0,X,2012-11-19,2013-01-04,36-45,Married,0.0,5+,3+,5.0,9985,2012-12-29,1,106.5,0.0,0.0,1134,Established,Grocery
32209,97394,11,913,1463,0,Y,2013-04-22,2013-06-07,36-45,Married,0.0,5+,3+,5.0,9985,2013-05-13,1,106.5,0.0,0.0,1134,Established,Grocery
32210,97394,11,913,1463,0,Y,2013-04-22,2013-06-07,36-45,Married,0.0,5+,3+,5.0,9985,2013-05-29,1,106.5,0.0,0.0,1134,Established,Grocery
32228,26874,9,105,327,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,3,1,12.0,32173,2013-04-12,1,53.43,-13.89,0.0,56,Local,Grocery
32290,26896,8,6,648,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,4.0,14638,2013-03-01,1,35.62,-6.77,0.0,56,Local,Grocery
32314,26896,8,6,648,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,4.0,36390,2013-02-16,1,70.88,-53.43,0.0,1636,Established,Grocery
32317,26896,8,6,648,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,4.0,21773,2013-03-26,1,102.94,-10.69,0.0,1335,Established,Grocery
32323,26934,13,422,28,1,X,2013-05-19,2013-07-05,46-55,,0.0,2,,1.0,70468,2013-06-17,1,231.17,-35.62,-71.24,102,Established,Pharmaceutical
32326,26942,13,588,88,0,X,2013-05-19,2013-07-05,,,,,,,46600,2013-05-30,1,266.79,-64.12,0.0,5300,Established,Pharmaceutical
32381,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,11103,2013-04-03,2,70.53,-85.49,0.0,1278,Established,Packaged Meat
32396,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,20108,2013-03-08,1,142.12,0.0,0.0,2011,Established,Packaged Meat
32397,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,20108,2013-03-15,1,106.86,-35.26,0.0,2011,Established,Packaged Meat
32398,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,20108,2013-03-22,1,142.12,0.0,0.0,2011,Established,Packaged Meat
32403,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,8685,2013-03-08,1,142.12,0.0,0.0,2011,Established,Packaged Meat
32404,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,8685,2013-04-03,1,129.66,0.0,-12.47,2011,Established,Packaged Meat
32405,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,8685,2013-04-03,1,129.66,0.0,-12.47,2011,Established,Packaged Meat
32411,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,17712,2013-03-15,1,70.88,0.0,0.0,989,Established,Packaged Meat
32430,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,29759,2013-03-08,1,138.56,0.0,0.0,1898,Established,Packaged Meat
32431,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,29759,2013-03-15,1,138.56,0.0,0.0,1898,Established,Packaged Meat
32432,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,29759,2013-04-03,1,106.5,-32.06,0.0,1898,Established,Packaged Meat
32440,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,6075,2013-03-08,1,89.05,-53.07,0.0,989,Established,Packaged Meat
32446,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,9519,2013-03-15,1,106.86,-28.14,0.0,2011,Established,Packaged Meat
32448,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,72062,2013-04-03,1,142.12,0.0,0.0,2011,Established,Packaged Meat
32450,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,7309,2013-04-03,1,213.36,0.0,0.0,2550,Established,Meat
32456,26983,8,8,1259,1,X,2013-02-16,2013-04-05,46-55,Married,0.0,3,1,5.0,20822,2013-03-15,1,89.05,-53.07,0.0,984,Established,Packaged Meat
32474,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-10-22,1,81.57,-24.93,0.0,681,Established,Grocery
32475,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-10-31,2,163.14,-49.87,0.0,681,Established,Grocery
32476,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-11-09,2,163.14,-49.87,0.0,681,Established,Grocery
32477,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-11-15,1,106.5,0.0,0.0,681,Established,Grocery
32478,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-11-24,1,95.82,-10.69,0.0,681,Established,Grocery
32479,27042,29,674,498,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,2,,9.0,9373,2012-11-28,1,95.82,-10.69,0.0,681,Established,Grocery
32584,27108,8,68,314,0,X,2013-02-16,2013-04-05,26-35,,0.0,2,,2.0,38742,2013-03-01,1,35.62,-3.21,0.0,56,Local,Grocery
32606,27144,13,987,1070,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,6.0,11224,2013-06-16,1,427.08,0.0,-53.43,1342,Established,Pharmaceutical
32607,27144,13,987,1070,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,6.0,11224,2013-06-16,1,427.08,0.0,-53.43,1342,Established,Pharmaceutical
32614,27161,7,691,1537,0,Y,2013-02-02,2013-03-08,18-25,,0.0,1,,4.0,31499,2013-02-21,1,70.88,-35.62,0.0,686,Established,Pharmaceutical
32627,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,6141,2012-11-02,3,64.12,-20.3,0.0,1337,Established,Grocery
32628,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,7235,2012-11-20,2,42.74,-13.54,0.0,1337,Established,Grocery
32629,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,7502,2012-10-27,1,21.37,-6.77,0.0,1337,Established,Grocery
32644,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,13310,2012-11-02,2,42.74,-13.54,0.0,1337,Established,Grocery
32647,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,17493,2012-11-20,1,21.37,-6.77,0.0,1337,Established,Grocery
32648,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,18173,2012-11-20,2,42.74,-13.54,0.0,1337,Established,Grocery
32650,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,20979,2012-10-16,5,106.86,-33.84,0.0,1337,Established,Grocery
32651,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,20979,2012-10-27,2,42.74,-13.54,0.0,1337,Established,Grocery
32658,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,35855,2012-10-16,5,106.86,-33.84,0.0,1337,Established,Grocery
32659,27212,29,982,911,0,Y,2012-10-08,2012-11-30,46-55,Married,0.0,3,1,8.0,35855,2012-10-27,2,42.74,-13.54,0.0,1337,Established,Grocery
32665,27226,30,529,565,1,X,2012-11-19,2013-01-04,26-35,,0.0,3,1,9.0,6731,2012-11-23,1,99.38,0.0,-35.62,278,Established,Grocery
32669,27226,30,529,565,1,X,2012-11-19,2013-01-04,26-35,,0.0,3,1,9.0,11498,2012-11-30,1,59.49,-39.89,0.0,278,Established,Grocery
32672,27226,30,529,565,1,X,2012-11-19,2013-01-04,26-35,,0.0,3,1,9.0,17033,2012-11-30,1,59.49,-39.89,0.0,278,Established,Grocery
32673,27226,30,529,565,1,X,2012-11-19,2013-01-04,26-35,,0.0,3,1,9.0,17033,2012-12-16,1,59.49,-39.89,0.0,278,Established,Grocery
32688,27238,13,418,393,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,22672,2013-05-19,1,106.5,0.0,0.0,89,Established,Grocery
32689,27238,13,418,393,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,22672,2013-05-23,1,106.5,0.0,0.0,89,Established,Grocery
32690,27238,13,418,393,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,58284,2013-05-26,1,89.05,0.0,0.0,89,Established,Grocery
32699,27252,26,1080,1174,0,X,2012-08-12,2012-09-21,,,,,,,6582,2012-09-18,1,31.35,-18.17,0.0,2025,Established,Grocery
32718,27297,8,6,483,0,X,2013-02-16,2013-04-05,,,,,,,29788,2013-03-29,1,63.76,0.0,0.0,56,Local,Grocery
32722,27297,8,6,483,0,X,2013-02-16,2013-04-05,,,,,,,31642,2013-03-02,1,117.19,-49.87,0.0,67,Established,Seafood
32726,27297,8,6,483,0,X,2013-02-16,2013-04-05,,,,,,,13681,2013-02-22,2,49.16,-21.37,0.0,56,Local,Grocery
32732,27306,30,343,283,0,X,2012-11-19,2013-01-04,26-35,Married,0.0,5+,3+,5.0,10111,2013-01-04,1,248.98,-60.55,0.0,56,Local,Packaged Meat
32741,27319,8,1059,303,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,6.0,51506,2013-03-02,1,106.86,-92.26,0.0,1923,Established,Grocery
32745,27319,8,1059,303,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,6.0,51753,2013-03-26,1,177.74,-21.37,0.0,1923,Established,Grocery
32747,27322,7,986,1493,1,Y,2013-02-02,2013-03-08,,,,,,,20777,2013-02-15,1,188.43,0.0,-35.62,1342,Established,Pharmaceutical
32748,27322,7,986,1493,1,Y,2013-02-02,2013-03-08,,,,,,,20777,2013-02-15,1,188.43,0.0,-35.62,1342,Established,Pharmaceutical
32765,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,58075,2013-06-13,1,177.74,0.0,0.0,4375,Established,Pharmaceutical
32770,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,17651,2013-06-13,2,227.26,0.0,0.0,323,Established,Pharmaceutical
32780,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,29686,2013-06-15,2,106.15,0.0,0.0,2205,Established,Skin & Hair Care
32782,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,28568,2013-06-15,1,245.42,0.0,0.0,4572,Established,Pharmaceutical
32795,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,30595,2013-06-15,1,53.07,0.0,0.0,2205,Established,Pharmaceutical
32799,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,34015,2013-06-15,1,53.07,0.0,0.0,2205,Established,Pharmaceutical
32818,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,35907,2013-06-15,1,53.07,0.0,0.0,4453,Established,Skin & Hair Care
32823,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,65601,2013-06-24,1,56.64,0.0,0.0,1274,Established,Pharmaceutical
32825,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,8811,2013-06-13,1,142.12,0.0,0.0,2088,Established,Pharmaceutical
32837,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,11082,2013-06-15,1,245.42,0.0,0.0,4572,Established,Pharmaceutical
32838,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,35806,2013-06-20,1,152.81,0.0,0.0,56,Local,Pharmaceutical
32840,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,65753,2013-06-15,1,53.07,0.0,0.0,2205,Established,Skin & Hair Care
32853,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,31300,2013-05-28,1,99.38,-21.37,0.0,1672,Established,Pharmaceutical
32854,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,7020,2013-06-15,1,302.41,0.0,0.0,4489,Established,Pharmaceutical
32862,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,46540,2013-06-13,1,142.12,0.0,0.0,5300,Established,Pharmaceutical
32864,27337,13,23,911,0,X,2013-05-19,2013-07-05,46-55,Married,0.0,3,1,8.0,71144,2013-06-15,1,70.88,0.0,0.0,2205,Established,Skin & Hair Care
